Description,Title,Location,Beds,Baths,Toilets,Is_new,Is_furnished,Is_serviced,Price
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Western Avenue Surulere Lagos,4.0,0.0,0.0,0,0,0,65000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,5.0,6.0,6.0,1,0,1,390000000
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Shangisha Kosofe Ikosi Lagos,4.0,5.0,5.0,1,0,0,260000000
Block Of Flats!!!,HOUSE FOR SALE,Atunrase Medina Gbagada Lagos,,,,0,0,0,140000000
Newly Built 2 Bedroom Terrace Duplex,2 BEDROOM HOUSE FOR SALE,Lagos Business School Lekki Scheme 2 Ajah Lagos,2.0,2.0,3.0,1,0,1,52000000
Newly Built 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,4.0,5.0,1,0,0,70000000
Newly Built 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,4.0,5.0,1,0,0,90000000
Newly Built 2 Bedrooms Terrace Duplex,2 BEDROOM HOUSE FOR SALE,Chevron Tollgate Lekki Lagos,2.0,2.0,3.0,1,0,1,40000000
5 Bedroom Fully Detached Duplex With Swimming Pool,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,5.0,5.0,6.0,1,0,0,95000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,5.0,6.0,1,0,0,250000000
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Vgc Lekki Lagos,4.0,4.0,5.0,1,0,1,70000000
1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR SALE,Ikate Lekki Lagos,1.0,1.0,2.0,1,0,1,55000000
Block Of Flats,3 BEDROOM HOUSE FOR SALE,Obanikoro Maryland Lagos,3.0,3.0,3.0,0,0,0,180000000
4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Chevron Tollgate Chevron Lekki Lagos,4.0,4.0,5.0,1,0,0,100000000
Luxury 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,0,0,200000000
Luxury 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Agungi Lekki Lagos,5.0,6.0,6.0,1,0,0,170000000
4bedroom Terrace Duplex!!!!,4 BEDROOM HOUSE FOR SALE,"Phase 1, Lekki Lagos",4.0,5.0,5.0,1,0,0,250000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Lagos,5.0,6.0,6.0,1,0,0,250000000
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Surulere Lagos,3.0,4.0,4.0,0,0,0,60000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Isolo Lagos,5.0,6.0,6.0,0,0,0,100000000
Block Of Flats!!!,3 BEDROOM HOUSE FOR SALE,Millenuim Ups Gbagada Lagos,3.0,4.0,4.0,0,0,0,220000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Millenuim Ups Gbagada Lagos,4.0,5.0,5.0,1,0,0,130000000
Block Of 4 Flats,3 BEDROOM HOUSE FOR SALE,Aguda Surulere Lagos,3.0,0.0,0.0,0,0,0,75000000
4 Flats Of 3 Bedroom,3 BEDROOM HOUSE FOR SALE,Ijede Ikorodu Lagos,3.0,0.0,0.0,0,0,0,45000000
3 Story Building,3 BEDROOM HOUSE FOR SALE,"19, Banire Street Surulere Lagos",3.0,0.0,0.0,0,0,0,100000000
Block Of 4 Units Of 3 Bedroom,3 BEDROOM HOUSE FOR SALE,Surulere Lagos,3.0,0.0,0.0,0,0,0,110000000
5 Units Of 5bedroom Terrace Duplex,5 BEDROOM HOUSE FOR SALE,Ikeja Gra Ikeja Lagos,5.0,6.0,6.0,0,0,0,900000000
6 Bedroom Duplex,6 BEDROOM HOUSE FOR SALE,Banana Island Ikoyi Lagos,6.0,7.0,7.0,1,0,0,2300000000
Luxury 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,"Orchid Road, Lekki Lagos",4.0,5.0,5.0,1,0,1,65000000
5 Bedroom Detached Duplex+2bq..,5 BEDROOM HOUSE FOR SALE,"Connal Road, Yaba Lagos",5.0,6.0,6.0,0,0,0,170000000
5 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,5.0,6.0,6.0,1,0,1,180000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Agungi Lekki Lagos,4.0,5.0,5.0,1,0,1,165000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,5.0,5.0,1,0,1,73000000
2 Story Building,10 BEDROOM HOUSE FOR SALE,"Pedro, Off Charley Boy Shomolu Lagos",10.0,0.0,0.0,0,0,0,60000000
Blocks Of Flat,HOUSE FOR SALE,Gbagada Lagos,0.0,0.0,0.0,0,0,0,75000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,5.0,6.0,6.0,1,0,1,155000000
A Storey Building!!!,HOUSE FOR SALE,Emily Akinola Street Akoka Yaba Lagos,,,,0,0,0,70000000
7 Units Of 3 Bedroom Flat,HOUSE FOR SALE,Shobande Street Akoka Yaba Lagos,0.0,0.0,0.0,0,0,0,85000000
Bungalow Of 2 And 3 Bedroom Flat,2 BEDROOM HOUSE FOR SALE,Isheri Igando Hotel Bustop Alimosho Lagos,2.0,3.0,3.0,0,0,0,25000000
2 Units Of 3 Bedroom Flats,3 BEDROOM HOUSE FOR SALE,Ikotun Alimosho Lagos,3.0,3.0,3.0,0,0,0,35000000
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Ifako Ogba Ogba Lagos,4.0,0.0,0.0,0,0,0,85000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,"Banana Island Road, Ikoyi Lagos",4.0,5.0,5.0,0,0,0,250000000
4 Numbers Of 3 Bedroom Flats,3 BEDROOM HOUSE FOR SALE,Abaranje Okerube Ikotun Alimosho Lagos,3.0,3.0,3.0,0,0,0,40000000
3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Off General Hospital (lasuth Annex) Gbagada Lagos,3.0,0.0,0.0,0,0,0,40000000
2 Bedroom Flat,2 BEDROOM HOUSE FOR SALE,Alagbado Abule Egba Lagos,2.0,0.0,0.0,0,0,0,13000000
3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Ikorodu Lagos,3.0,0.0,0.0,0,0,0,15000000
5bedroom Detached Duplex + Bq!!!,5 BEDROOM HOUSE FOR SALE,"Ikeja Gra, Ikeja Lagos",5.0,6.0,6.0,1,0,0,280000000
4bedroom Fully Detached Duplex+ A Room Bq,4 BEDROOM HOUSE FOR SALE,Opebi Ikeja Lagos,4.0,4.0,4.0,1,0,0,160000000
4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Chevron Tollgate Lekki Phase 2 Lekki Lagos,4.0,4.0,5.0,1,0,0,133000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Oniru Victoria Island Lagos,4.0,5.0,5.0,1,0,0,200000000
1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR SALE,Banana Island Ikoyi Lagos,1.0,1.0,2.0,1,1,1,250000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,"Orchid Road, Lekki Lagos",4.0,5.0,5.0,1,0,1,65000000
Joint Venture,LAND FOR SALE,Oregun Ikeja Lagos,0.0,0.0,0.0,0,0,0,11000000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,0.0,0.0,0,0,0,65000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Megamond Estate Ikota Lekki Lagos,5.0,6.0,6.0,1,0,0,210000000
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,4.0,5.0,1,0,0,115000000
5bedroom Detached Duplex!!..,5 BEDROOM HOUSE FOR SALE,Magodo Gra Phase 2 Kosofe Ikosi Lagos,5.0,6.0,6.0,1,0,1,350000000
6 Bedroom Detached Duplex,6 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,6.0,7.0,7.0,1,0,0,450000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,0.0,0.0,0,0,0,120000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,0.0,0.0,0,0,0,150000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Millenuim Ups Gbagada Lagos,4.0,4.0,4.0,1,0,0,70000000
5 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,4.0,4.0,1,0,0,165000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,0,0,250000000
Luxury Built 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,0,0,250000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,0.0,0.0,0,0,0,68000000
4 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR SALE,Banana Island Ikoyi Lagos,5.0,5.0,5.0,1,1,1,750000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,0,0,135000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,0,1,135000000
3 Bedroom Semi Detached Duplex,3 BEDROOM HOUSE FOR SALE,Sangotedo Ajah Lagos,3.0,0.0,0.0,0,0,0,65000000
Blocks Of 4 Flat,HOUSE FOR SALE,Papa Ajao Mushin Lagos,0.0,0.0,0.0,0,0,0,100000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,"Off Admiralty Road, Lekki Phase Estate Lekki Lagos",4.0,4.0,4.0,1,0,0,120000000
4bedroom Terrace Duplex(self Compound)!!!,4 BEDROOM HOUSE FOR SALE,Maryland Lagos,4.0,5.0,5.0,1,0,0,130000000
Furnished Mini Flat,1 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Lekki Lagos,1.0,2.0,2.0,1,1,1,45000000
Block Of Flats!!!,HOUSE FOR SALE,(very Close To Palmgrove) Shomolu Lagos,,,,0,0,0,85000000
6 Bedroom Semi Detached Duplex,6 BEDROOM HOUSE FOR SALE,Alaka Iponri Surulere Lagos,6.0,7.0,7.0,0,0,0,180000000
6 Bedroom Fully Detached Duplex!!!,6 BEDROOM HOUSE FOR SALE,Fola Agoro Yaba Lagos,6.0,7.0,7.0,0,0,0,150000000
5bedroom Detached+ Bq!!!,5 BEDROOM HOUSE FOR SALE,"Victory Park Estate, Osapa London Lekki Lagos",5.0,6.0,6.0,0,0,0,450000000
Spacious 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SALE,Banana Island Ikoyi Lagos,3.0,3.0,3.0,1,1,1,300000000
Newly Built 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Thomas Estate Ajah Lagos,3.0,3.0,4.0,1,0,0,45000000
Relatively New 4bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikeja Lagos,4.0,5.0,7.0,0,0,0,300000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,0,0,85000000
Spacious 4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,4.0,5.0,0,0,0,130000000
Newly Built 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Victoria Island Lagos,3.0,3.0,4.0,1,0,1,150000000
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Adekunle Yaba Lagos,3.0,4.0,4.0,0,0,1,55000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,0,0,210000000
Blocks Of Flat,HOUSE FOR SALE,Fadeyi Shomolu Lagos,0.0,0.0,0.0,0,0,0,140000000
Luxury Built 2bedroom Terrace Duplexes!!!,2 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,2.0,3.0,3.0,1,0,1,42000000
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Eti Osa Ajah Lagos,3.0,0.0,0.0,0,0,0,45000000
10 Units Of 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,"Ikate Elegushi, Ajah Lagos",4.0,5.0,5.0,1,1,0,50000000
Finished 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Bourdillon Ikoyi Lagos,3.0,4.0,4.0,1,0,1,230000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,5.0,6.0,6.0,1,0,0,350000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,5.0,6.0,6.0,1,0,0,350000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Shangisha Kosofe Ikosi Lagos,5.0,6.0,6.0,1,0,0,260000000
4 Bedroom Bungalow,4 BEDROOM HOUSE FOR SALE,Alimosho Lagos,4.0,4.0,4.0,0,0,0,30000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,5.0,5.0,1,0,0,120000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,0,0,220000000
4 Units Of 3 Bedroom Flats,3 BEDROOM HOUSE FOR SALE,Aguda Surulere Lagos,3.0,0.0,0.0,0,0,0,75000000
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Abraham Adesanya Estate Ajah Lagos,3.0,0.0,0.0,0,0,0,40000000
Newly Built 4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Drive Lekki Lagos,4.0,4.0,5.0,1,0,0,115000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikeja Gra Ikeja Lagos,5.0,6.0,6.0,1,0,0,350000000
Newly Built 5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,5.0,5.0,6.0,1,0,0,280000000
4 Bedroom Flat,4 BEDROOM HOUSE FOR SALE,Honeyland Estate Ikotun Igando Lagos,4.0,0.0,0.0,0,0,0,40000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,5.0,5.0,0,0,0,280000000
6 Units Of 2 Bedroom Flat,2 BEDROOM HOUSE FOR SALE,Onipanu Shomolu Lagos,2.0,0.0,0.0,0,0,0,85000000
4 Numbers Of 3 Bedroom Flats,3 BEDROOM HOUSE FOR SALE,"Otegbade Street, Pedro Shomolu Lagos",3.0,0.0,0.0,0,0,0,65000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,0,1,130000000
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Lekki Lagos,3.0,4.0,4.0,1,0,1,130000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Adeniyi Jones Ikeja Lagos,4.0,0.0,0.0,0,0,0,150000000
Luxury Built 2bedroom Flat!!!,2 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Lekki Lagos,2.0,3.0,3.0,1,0,1,45000000
Blocks Of Flats,3 BEDROOM HOUSE FOR SALE,Akoka Yaba Lagos,3.0,3.0,3.0,0,0,0,90000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Victoria Island Lagos,4.0,4.0,5.0,0,0,1,350000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,"Phase 1, Magodo Kosofe Ikosi Lagos",4.0,5.0,5.0,1,1,1,100000000
Story Building,3 BEDROOM HOUSE FOR SALE,Alimosho Lagos,3.0,0.0,0.0,0,0,0,37000000
Blocks Of Flats,HOUSE FOR SALE,Santos Estate Akowonjo Alimosho Lagos,,0.0,0.0,0,0,0,100000000
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,"Chisco Axis, Lekki Lagos",4.0,5.0,5.0,1,0,0,150000000
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,New London Baruwa Ipaja Alimosho Lagos,4.0,4.0,4.0,0,0,0,45000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,5.0,6.0,6.0,1,0,0,140000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,5.0,5.0,5.0,1,1,1,950000000
4 Numbers Of 3 Bedroom Flat,HOUSE FOR SALE,"Godwin Okigbo,off Adelabu Street Surulere Lagos",0.0,0.0,0.0,0,0,0,200000000
2 Solid Storey Buildings!!!,HOUSE FOR SALE,"Off Adekunle Kuye, Surulere Lagos",,,,0,0,0,150000000
4units Of 2bedroom Flats,2 BEDROOM HOUSE FOR SALE,"Sholanke Street, Akoka Yaba Lagos",2.0,0.0,0.0,0,0,0,65000000
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Palm City Estate Ajah Lagos,4.0,4.0,5.0,1,0,0,70000000
3 Bedroom Semi Detached Bungalow,3 BEDROOM HOUSE FOR SALE,2 Minutes Drive From Mayfair Gardens Awoyaya Ajah Lagos,3.0,3.0,3.0,0,0,0,28000000
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Victoria Island Lagos,2.0,2.0,3.0,1,0,1,80000000
4 Bedroom Detached Duplex!!!,HOUSE FOR SALE,"Shoreline Estate, Ikoyi Lagos",,,,0,0,0,450000000
Newly Built 1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR SALE,Ogba Lagos,1.0,2.0,2.0,1,0,1,25000000
Modern 3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Abraham Adesanya Estate Ajah Lagos,3.0,0.0,0.0,0,0,0,40000000
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Abraham Adesanya Estate Ajah Lagos,3.0,3.0,4.0,0,0,0,47000000
Luxury 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,"Ikate Elegushi, Ikate Lekki Lagos",5.0,6.0,6.0,1,0,0,220000000
Newly Built 4 Bedrooms Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Tollgate Lekki Phase 2 Lekki Lagos,4.0,4.0,5.0,1,0,1,60000000
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Ipaja Lagos,4.0,0.0,0.0,0,0,0,25000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,4.0,5.0,1,0,0,80000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Magodo Gra Phase 1 Ojodu Lagos,5.0,6.0,6.0,1,0,0,145000000
Luxury 2units Of 3bedroom Flats +bq!!!,3 BEDROOM FLAT / APARTMENT FOR SALE,Medina Gbagada Lagos,3.0,4.0,4.0,0,0,0,110000000
Serviced 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Lekki Lagos,2.0,3.0,3.0,1,0,1,50000000
Tastefully Renovated 3 Bedroom Flat,5 BEDROOM FLAT / APARTMENT FOR SALE,Jakande Estate Abesan Ipaja Lagos,5.0,0.0,0.0,0,0,0,15000000
2 Numbers Of Mini Flat,1 BEDROOM FLAT / APARTMENT FOR SALE,Ipaja Lagos,1.0,0.0,0.0,0,0,0,23000000
Story Building,HOUSE FOR SALE,Mushin Lagos,0.0,0.0,0.0,0,0,0,55000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,0,0,95000000
4 Bedrooms Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Osapa London Estate Osapa London Lekki Lagos,4.0,4.0,5.0,1,0,1,130000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,0,0,90000000
4bedroom Detached Duplex!!!,4 BEDROOM HOUSE FOR SALE,"Awuse Estate, Opebi Opebi Ikeja Lagos",4.0,5.0,5.0,1,0,0,250000000
Solid One Storey Building,HOUSE FOR SALE,"Off Agunlejika Str, Ijesha Surulere Lagos",0.0,0.0,0.0,0,0,0,50000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,0.0,0.0,0,0,0,55000000
5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikeja Lagos,5.0,0.0,0.0,0,0,0,200000000
Luxury 1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR SALE,"Located In The Heart Of Victoria Island, 3 Minutes Drive From Four Points By Sheraton Oniru Victoria Island Lagos",1.0,2.0,2.0,1,0,1,85000000
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,2.0,2.0,3.0,1,0,0,45000000
2 Bedroom Bungalow Carcass,2 BEDROOM HOUSE FOR SALE,"Command, Alagbado Alagbado Abule Egba Lagos",2.0,3.0,3.0,0,0,0,20000000
4units Of 4bedroom Terrace Duplexes+ A Room Bq.,4 BEDROOM HOUSE FOR SALE,Millenuim Ups Gbagada Lagos,4.0,4.0,4.0,0,0,1,450000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Magodo Gra Phase 2 Kosofe Ikosi Lagos,5.0,6.0,6.0,1,0,0,210000000
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Road Chevron Lekki Lagos,4.0,4.0,5.0,1,0,0,65000000
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,3.0,3.0,4.0,1,0,1,60000000
Luxury Mini Flat,1 BEDROOM FLAT / APARTMENT FOR SALE,"Off Admiralty Road, Lekki Phase 1 Lekki Lagos",1.0,2.0,2.0,1,0,1,70000000
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Ikoyi Lagos,2.0,2.0,2.0,0,0,0,150000000
Newly Built 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,3.0,3.0,4.0,1,0,1,85000000
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,(phase3) Lekki Gardens Estate Ajah Lagos,3.0,0.0,0.0,0,0,0,42000000
Hotel Space,COMMERCIAL PROPERTY FOR SALE,Victoria Island Lagos,0.0,0.0,0.0,0,1,1,1300000000
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Lekki Lagos,2.0,3.0,3.0,1,0,1,50000000
Block Of Flats!!!,HOUSE FOR SALE,Sabo Yaba Lagos,,,,0,0,0,110000000
3bedroom Massionate + A Room Bq..,3 BEDROOM HOUSE FOR SALE,Berger Ojodu Lagos,3.0,3.0,3.0,0,0,1,65000000
Luxury 4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Agungi Lekki Lagos,4.0,0.0,0.0,0,0,0,190000000
2 Bedroom Flat,2 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,2.0,2.0,3.0,1,0,1,67000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,0.0,0.0,1,0,0,150000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,5.0,0.0,0.0,1,0,0,130000000
4 Bedroom Maisonette,4 BEDROOM FLAT / APARTMENT FOR SALE,Parkview Estate Ikoyi Lagos,4.0,0.0,0.0,1,0,1,280000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,4.0,5.0,1,0,0,110000000
6 Bedroom Duplex,6 BEDROOM HOUSE FOR SALE,Badore Ajah Lagos,6.0,6.0,7.0,0,0,0,65000000
6 Bedroom Detached Duplex,6 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,6.0,6.0,7.0,0,0,0,480000000
Hotel Space,COMMERCIAL PROPERTY FOR SALE,Apapa Lagos,0.0,0.0,0.0,0,0,0,3000000000
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,4.0,5.0,1,0,0,75000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,5.0,5.0,1,0,0,135000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Sangotedo Ajah Lagos,4.0,4.0,5.0,1,0,0,80000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,4.0,0.0,0.0,1,0,0,105000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,0.0,0.0,0,0,0,280000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Igbo Efon Lekki Lagos,4.0,0.0,0.0,1,0,1,95000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Mende Maryland Lagos,4.0,0.0,0.0,0,0,0,120000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,5.0,6.0,0.0,1,0,0,260000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ado Ajah Lagos,4.0,4.0,5.0,1,0,0,85000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ago Palace Okota Lagos,5.0,0.0,0.0,0,0,0,70000000
3 Bedroom Mansionette,3 BEDROOM HOUSE FOR SALE,Adeola Hopewell Victoria Island Lagos,3.0,4.0,4.0,1,1,0,260000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,5.0,5.0,6.0,1,0,0,75000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,4.0,5.0,0,0,0,220000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Lagos,5.0,5.0,6.0,0,0,0,400000000
Detached Bungalow,4 BEDROOM HOUSE FOR SALE,Sakiru Adeoye Ogudu Lagos,4.0,5.0,5.0,0,0,0,60000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Oral Estate Lekki Lagos,5.0,5.0,6.0,1,0,0,160000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Sangotedo Ajah Lagos,4.0,4.0,5.0,1,0,0,60000000
2 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Igbogbo Ikorodu Lagos,3.0,4.0,4.0,0,1,0,9000000
Filling Stations,COMMERCIAL PROPERTY FOR SALE,Oregun Ikeja Lagos,0.0,0.0,0.0,0,0,0,2000000000
